customer_id,gender,age,senior_citizen,senior_label,married,number_of_dependents,number_of_referrals,tenure_in_months,tenure_group,offer,internet_service,internet_type,contract,payment_method,paperless_billing,monthly_charge,monthly_charge_group,total_charges,total_revenue,satisfaction_score,churn_label,churn_flag,churn_probability,predicted_churn,predicted_churn_flag,risk_level,prediction_result_type,revenue_at_risk,expected_annual_loss,high_risk_revenue,internet_contract_segment,senior_payment_segment,action_segment,recommended_action
1241-EZFMJ,Male,48,No,,Yes,0,2,61,49-72 months,Offer B,No,,Two Year,Bank Withdrawal,No,25.45,Low,1538.6,2241.93,4,No,0,0.01323317724366018,No,0,Low Risk,True Negative,0.33678436085115154,4.041412330213818,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
5376-PCKNB,Male,35,No,,Yes,1,5,72,49-72 months,Offer A,Yes,Fiber Optic,One Year,Credit Card,Yes,104.45,Very High,7459.0,8848.28,5,No,0,0.06307998993880384,No,0,Low Risk,True Negative,6.588704949108061,79.06445938929673,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
8044-BGWPI,Male,50,No,,Yes,2,8,12,7-12 months,Offer D,No,,Month-to-Month,Bank Withdrawal,Yes,21.15,Low,306.05,712.8499999999999,4,No,0,0.007378679485304927,No,0,Low Risk,True Negative,0.1560590711141992,1.8727088533703904,0.0,None + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
4060-LDNLU,Male,22,No,,No,0,0,7,7-12 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,96.2,Very High,639.7,961.21,5,No,0,0.7540411514523547,Yes,1,High Risk,False Positive,72.53875876971652,870.4651052365982,96.2,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
3589-PPVKW,Male,19,No,,No,0,0,9,7-12 months,Offer E,Yes,DSL,Month-to-Month,Credit Card,Yes,44.4,Medium,348.15,696.0,4,No,0,0.36631164640652014,Yes,1,Medium Risk,False Positive,16.264237100449495,195.17084520539396,0.0,DSL + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
5887-IKKYO,Male,54,No,,Yes,2,2,58,49-72 months,Offer B,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,94.35,High,5563.65,5854.23,4,No,0,0.017521841539332002,No,0,Low Risk,True Negative,1.6531857492359743,19.83822899083169,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
1755-RMCXH,Male,37,No,,Yes,2,5,2,0-6 months,Offer E,No,,Month-to-Month,Credit Card,No,20.3,Low,40.25,54.79,4,No,0,0.031107978984508573,No,0,Low Risk,True Negative,0.6314919733855241,7.577903680626289,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
3858-XHYJO,Female,24,No,,Yes,0,5,40,25-48 months,Offer B,Yes,Fiber Optic,One Year,Bank Withdrawal,No,105.75,Very High,4228.55,5116.55,4,No,0,0.09083649667571803,No,0,Low Risk,True Negative,9.605959523457182,115.27151428148619,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4299-SIMNS,Male,43,No,,No,0,0,9,7-12 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,81.15,High,784.45,1143.5100000000002,4,No,0,0.7007078790431087,Yes,1,High Risk,False Positive,56.86244438434828,682.3493326121793,81.15,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
7025-IWFHT,Male,62,No,,No,0,0,41,25-48 months,Offer B,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,89.55,High,3729.75,5583.77,3,No,0,0.1681664361266064,No,0,Low Risk,True Negative,15.059304355137602,180.71165226165124,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
6261-LHRTG,Female,27,No,,No,0,0,26,25-48 months,,Yes,Cable,Month-to-Month,Credit Card,Yes,54.75,Medium,1406.9,2442.74,4,No,0,0.24939929839221336,No,0,Low Risk,True Negative,13.654611586973681,163.85533904368418,0.0,Cable + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
7841-FCRQD,Female,27,No,,Yes,0,1,33,25-48 months,,Yes,Cable,One Year,Credit Card,Yes,53.75,Medium,1857.3,2367.15,3,No,0,0.10580284526735448,No,0,Low Risk,True Negative,5.686902933120304,68.24283519744364,0.0,Cable + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
2056-EVGZL,Male,56,No,,Yes,2,9,68,49-72 months,,Yes,Fiber Optic,One Year,Credit Card,No,105.75,Very High,7322.5,7926.34,3,No,0,0.0010148959846745381,No,0,Low Risk,True Negative,0.10732525037933241,1.287903004551989,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
7753-USQYQ,Male,47,No,,No,0,0,55,49-72 months,Offer B,Yes,Cable,One Year,Bank Withdrawal,Yes,64.2,Medium,3627.3,5148.05,3,No,0,0.04237021302548097,No,0,Low Risk,True Negative,2.7201676762358784,32.64201211483054,0.0,Cable + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7661-CPURM,Male,49,No,,No,0,0,19,13-24 months,Offer D,Yes,Fiber Optic,One Year,Credit Card,Yes,87.7,High,1725.95,2545.04,3,No,0,0.14891652712827994,No,0,Low Risk,True Negative,13.05997942915015,156.71975314980182,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
6233-HXJMX,Female,42,No,,No,0,0,45,25-48 months,Offer B,Yes,Fiber Optic,Month-to-Month,Credit Card,Yes,89.3,High,4192.15,4814.049999999999,3,No,0,0.3981965070177124,Yes,1,Medium Risk,False Positive,35.558948076681716,426.7073769201806,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package"
5902-WBLSE,Female,32,No,,Yes,1,0,70,49-72 months,,No,,Two Year,Credit Card,Yes,20.15,Low,1411.2,3290.7,3,No,0,0.007756225282534884,No,0,Low Risk,True Negative,0.1562879394430779,1.8754552733169347,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
3239-TPHPZ,Female,60,No,,Yes,0,10,12,7-12 months,Offer D,No,,Two Year,Bank Withdrawal,Yes,20.05,Low,264.55,748.6300000000001,4,No,0,0.0007861347354766369,No,0,Low Risk,True Negative,0.01576200144630657,0.18914401735567882,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
5115-GZDEL,Male,20,No,,No,3,0,72,49-72 months,,Yes,Cable,Two Year,Credit Card,No,67.2,High,4671.7,4671.7,3,No,0,0.0015508197006403733,No,0,Low Risk,True Negative,0.10421508388303309,1.2505810065963971,0.0,Cable + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
3338-CVVEH,Male,38,No,,No,0,0,12,7-12 months,Offer D,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,94.55,High,1173.55,1340.11,5,No,0,0.5393573097581472,Yes,1,Medium Risk,False Positive,50.99623363763282,611.9548036515938,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
4393-GEADV,Male,54,No,,Yes,3,10,70,49-72 months,,Yes,Fiber Optic,Two Year,Credit Card,No,114.75,Very High,7842.3,10576.5,3,No,0,7.892920522122035e-05,No,0,Low Risk,True Negative,0.009057126299135035,0.10868551558962042,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
8486-AYEQH,Female,30,No,,No,0,0,31,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,76.05,High,2227.8,3429.9800000000005,5,No,0,0.5292700796603222,Yes,1,Medium Risk,False Positive,40.250989558167504,483.01187469801005,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
2495-KZNFB,Female,26,No,,No,0,0,33,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,90.65,High,2989.6,3542.68,4,No,0,0.5432915039321472,Yes,1,Medium Risk,False Positive,49.249374831449146,590.9924979773898,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4560-WQAQW,Female,62,No,,No,0,0,59,49-72 months,Offer B,Yes,DSL,One Year,Bank Withdrawal,No,68.7,High,4070.95,5891.83,3,No,0,0.04611478027377873,No,0,Low Risk,True Negative,3.1680854048085987,38.017024857703184,0.0,DSL + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
4274-DRSQT,Female,33,No,,No,0,0,66,49-72 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,88.9,High,6000.1,8107.48,5,No,0,0.08376105389045649,No,0,Low Risk,True Negative,7.446357690861582,89.35629229033898,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
2027-DNKIV,Male,28,No,,Yes,3,1,37,25-48 months,,Yes,DSL,One Year,Credit Card,Yes,58.75,Medium,2203.1,3522.89,4,No,0,0.018189223758870558,No,0,Low Risk,True Negative,1.0686168958336453,12.823402750003744,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
2885-HIJDH,Male,47,No,,Yes,3,9,69,49-72 months,,Yes,DSL,Two Year,Bank Withdrawal,No,86.9,High,6194.1,8012.25,3,No,0,0.00010867819208136197,No,0,Low Risk,True Negative,0.009444134891870355,0.11332961870244426,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
5424-RLQLC,Male,36,No,,No,0,0,10,7-12 months,Offer D,Yes,DSL,Month-to-Month,Credit Card,Yes,59.65,Medium,638.95,743.75,3,No,0,0.21070244538447705,No,0,Low Risk,True Negative,12.568400867184057,150.8208104062087,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
6507-DTJZV,Male,50,No,,No,1,0,13,13-24 months,Offer D,Yes,DSL,Month-to-Month,Credit Card,No,66.4,High,831.75,1224.22,5,No,0,0.17592025523404448,No,0,Low Risk,True Negative,11.681104947540554,140.17325937048665,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
7673-BQGKU,Female,64,No,,Yes,3,6,69,49-72 months,,No,,Two Year,Bank Withdrawal,No,20.15,Low,1337.5,2128.9300000000003,4,No,0,0.00021995681433847018,No,0,Low Risk,True Negative,0.004432129808920174,0.053185557707042086,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
2725-IWWBA,Male,52,No,,Yes,2,9,46,25-48 months,Offer B,Yes,DSL,One Year,Credit Card,No,56.9,Medium,2560.1,4328.8,4,No,0,0.0003036022541226354,No,0,Low Risk,True Negative,0.017274968259577955,0.20729961911493544,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
1061-PNTHC,Female,36,No,,Yes,2,5,56,49-72 months,Offer B,Yes,Fiber Optic,Month-to-Month,Credit Card,Yes,109.6,Very High,5953.0,6733.64,3,No,0,0.047256434605657455,No,0,Low Risk,True Negative,5.179305232780057,62.151662793360686,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Low Priority,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history"
0394-YONDK,Male,28,No,,Yes,3,0,70,49-72 months,,No,,Two Year,Credit Card,No,25.15,Low,1790.15,1875.55,3,No,0,0.0019969334897907793,No,0,Low Risk,True Negative,0.0502228772682381,0.6026745272188572,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
6574-MCOEH,Female,47,No,,Yes,2,2,33,25-48 months,,Yes,Cable,One Year,Bank Withdrawal,Yes,79.15,High,2531.4,3593.87,5,No,0,0.1092789935528723,No,0,Low Risk,True Negative,8.649432339709843,103.79318807651812,0.0,Cable + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7399-QHBJS,Female,56,No,,Yes,3,8,72,49-72 months,,Yes,Cable,Two Year,Credit Card,No,66.75,High,4760.3,6388.9400000000005,3,No,0,7.04488870764257e-05,No,0,Low Risk,True Negative,0.004702463212351416,0.05642955854821699,0.0,Cable + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
0997-YTLNY,Female,59,No,,No,2,0,19,13-24 months,Offer D,Yes,Cable,Month-to-Month,Credit Card,No,48.8,Medium,953.65,1030.22,3,No,0,0.04333850328095812,No,0,Low Risk,True Negative,2.114918960110756,25.37902752132907,0.0,Cable + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract
9479-HYNYL,Female,48,No,,Yes,0,8,71,49-72 months,,Yes,Cable,Two Year,Credit Card,Yes,80.7,High,5705.05,8801.36,5,No,0,0.0012247589922251161,No,0,Low Risk,True Negative,0.09883805067256687,1.1860566080708024,0.0,Cable + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
9708-KFDBY,Male,29,No,,No,0,0,1,0-6 months,Offer E,No,,Month-to-Month,Credit Card,No,20.55,Low,20.55,27.87,4,No,0,0.2950660454539086,No,0,Low Risk,True Negative,6.063607234077821,72.76328680893386,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
3642-GKTCT,Female,58,No,,No,0,0,61,49-72 months,Offer B,Yes,Fiber Optic,One Year,Credit Card,Yes,115.1,Very High,6993.65,7332.2,4,No,0,0.09948584851573233,No,0,Low Risk,True Negative,11.450821164160791,137.4098539699295,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
0774-RMNUW,Female,44,No,,Yes,1,6,71,49-72 months,Offer A,Yes,Cable,Two Year,Bank Withdrawal,No,59.7,Medium,4122.65,4122.65,4,No,0,0.002712201991489886,No,0,Low Risk,True Negative,0.1619184588919462,1.9430215067033543,0.0,Cable + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
1334-PDUKM,Female,48,No,,Yes,0,5,68,49-72 months,Offer A,Yes,Fiber Optic,One Year,Credit Card,No,86.45,High,5762.95,6576.63,5,No,0,0.060470915694937025,No,0,Low Risk,True Negative,5.227710661827306,62.73252794192767,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
0756-MPZRL,Male,35,No,,No,0,0,46,25-48 months,Offer B,Yes,DSL,One Year,Credit Card,No,33.7,Low,1537.85,1537.85,3,No,0,0.024517310118580334,No,0,Low Risk,True Negative,0.8262333509961574,9.914800211953889,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
2242-MFOTG,Male,29,No,,No,0,0,33,25-48 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,No,80.1,High,2603.3,3451.7300000000005,4,No,0,0.13347770731656403,No,0,Low Risk,True Negative,10.691564356056778,128.29877227268133,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
2927-CVULT,Female,64,No,,Yes,1,1,53,49-72 months,Offer B,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,104.05,Very High,5566.4,7069.48,3,No,0,0.0631381887806868,No,0,Low Risk,True Negative,6.5695285426304615,78.83434251156554,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
8745-PVESG,Female,44,No,,No,0,0,57,49-72 months,,Yes,DSL,One Year,Credit Card,Yes,41.1,Medium,2258.25,2258.25,4,No,0,0.03158963635518313,No,0,Low Risk,True Negative,1.2983340541980266,15.58000865037632,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
7647-GYYKX,Female,48,No,,Yes,4,1,54,49-72 months,,No,,Two Year,Bank Withdrawal,Yes,20.35,Low,1092.35,3356.57,3,No,0,0.0032255480724090167,No,0,Low Risk,True Negative,0.0656399032735235,0.787678839282282,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
